Debit
10.0
9.47
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
45.66
0.0
0.0
0.0
0.0
45.25
0.0
91.07
27.36
0.0
0.0
0.0
11.02
20.99
19.95
0.0
0.0
41.34
0.0
8.91
0.0
10.28
2042.42
0.0
9.09
56.29
625.0
10.65
0.0
0.0
0.0
55.87
10.0
0.0
0.0
0.0
0.0
23.5
8.5
0.0
0.0
3.75
0.0
19.32
0.0
0.0
0.0
0.0
0.0
0.0
0.0
32.94
17.27
12.760000000000002
50.47
0.0
0.0
0.0
0.0
48.04
45.66
0.0
0.0
0.0
11.74
0.0
0.05
8.11
10.0
34.120000000000005
0.0
0.0
0.0
18.95
0.0
7.21
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
27960.550000000003
0.0
800.0
45.66
9.13
0.0
36.23
0.0
0.0
0.0
0.0
0.0
3.1999999999999997
17.88
0.0
20.0
92.97999999999999
386.34
0.0
0.0
28.53
25.0
0.0
0.0
9.04
17.23
0.0
1047.6399999999999
160.64
0.0
0.0
20.71
0.0
36.0
3.75
0.0
19.15
0.0
6.2
53.33
0.0
0.0
40.0
0.0
9.79
1000.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
19.58
2.07
0.0
54.68
0.0
7.95
0.0
0.0
22.0
11.96
3.27
8.69
170.0
0.0
14.25
1.34
10.56
178.74
17.740000000000002
12.53
43.53
0.0
36.010000000000005
0.0
12.73
90.97999999999999
0.0
0.0
42.46
9.26
45.25
27.05
21.64
35.94
85.73
7.46
0.0
2009.2
81.62
19.98
20.0
0.0
0.0
11.46
11.47
0.0
36.21
7.57
0.0
8.55
32.65
12.93
20.0
35.31
33.14
19.86
15.28
21.64
93.88
324.42
318.71999999999997
23.31
17.71
0.0
2.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
52.87
26.22
16.69
0.0
11.56
0.0
31.62
6.05
0.0
16.03
0.0
4.32
9.99
20.43
10.99
7.16
8.53
0.0
0.0
0.0
19.77
0.0
20.0
16.64
0.0
45.28
0.0
283.24
585.0
10.25
5.96
12.97
32.22
6.54
3.16
15.65
6.31
5.64
16.92
12.0
9.04
0.0
11.35
9.99
4.95
0.0
24.0
0.0
72.64
80.65
11.86
11.54
0.0
31.72
6.28
12.87
14.91
17.38
67.2
17.91
27.36
35.99
14.57
