x,y
"[0.00134035 0.         0.         0.         0.         0.00132831
 0.         0.00267336 0.00080315 0.         0.         0.
 0.00032349 0.00061616 0.00058563 0.         0.         0.00121353
 0.         0.00026155 0.         0.00030177 0.0599552  0.
 0.00026684 0.00165239 0.01834686 0.00031263 0.        ]",0.0
"[0.         0.         0.         0.         0.00132831 0.
 0.00267336 0.00080315 0.         0.         0.         0.00032349
 0.00061616 0.00058563 0.         0.         0.00121353 0.
 0.00026155 0.         0.00030177 0.0599552  0.         0.00026684
 0.00165239 0.01834686 0.00031263 0.         0.        ]",0.0
"[0.         0.         0.         0.00132831 0.         0.00267336
 0.00080315 0.         0.         0.         0.00032349 0.00061616
 0.00058563 0.         0.         0.00121353 0.         0.00026155
 0.         0.00030177 0.0599552  0.         0.00026684 0.00165239
 0.01834686 0.00031263 0.         0.         0.        ]",0.0016400627374634417
"[0.         0.         0.00132831 0.         0.00267336 0.00080315
 0.         0.         0.         0.00032349 0.00061616 0.00058563
 0.         0.         0.00121353 0.         0.00026155 0.
 0.00030177 0.0599552  0.         0.00026684 0.00165239 0.01834686
 0.00031263 0.         0.         0.         0.00164006]",0.0002935498008704926
"[0.         0.00132831 0.         0.00267336 0.00080315 0.
 0.         0.         0.00032349 0.00061616 0.00058563 0.
 0.         0.00121353 0.         0.00026155 0.         0.00030177
 0.0599552  0.         0.00026684 0.00165239 0.01834686 0.00031263
 0.         0.         0.         0.00164006 0.00029355]",0.0
"[0.00132831 0.         0.00267336 0.00080315 0.         0.
 0.         0.00032349 0.00061616 0.00058563 0.         0.
 0.00121353 0.         0.00026155 0.         0.00030177 0.0599552
 0.         0.00026684 0.00165239 0.01834686 0.00031263 0.
 0.         0.         0.00164006 0.00029355 0.        ]",0.0
"[0.         0.00267336 0.00080315 0.         0.         0.
 0.00032349 0.00061616 0.00058563 0.         0.         0.00121353
 0.         0.00026155 0.         0.00030177 0.0599552  0.
 0.00026684 0.00165239 0.01834686 0.00031263 0.         0.
 0.         0.00164006 0.00029355 0.         0.        ]",0.0
"[0.00267336 0.00080315 0.         0.         0.         0.00032349
 0.00061616 0.00058563 0.         0.         0.00121353 0.
 0.00026155 0.         0.00030177 0.0599552  0.         0.00026684
 0.00165239 0.01834686 0.00031263 0.         0.         0.
 0.00164006 0.00029355 0.         0.         0.        ]",0.0
"[0.00080315 0.         0.         0.         0.00032349 0.00061616
 0.00058563 0.         0.         0.00121353 0.         0.00026155
 0.         0.00030177 0.0599552  0.         0.00026684 0.00165239
 0.01834686 0.00031263 0.         0.         0.         0.00164006
 0.00029355 0.         0.         0.         0.        ]",0.0006898420320456575
"[0.         0.         0.         0.00032349 0.00061616 0.00058563
 0.         0.         0.00121353 0.         0.00026155 0.
 0.00030177 0.0599552  0.         0.00026684 0.00165239 0.01834686
 0.00031263 0.         0.         0.         0.00164006 0.00029355
 0.         0.         0.         0.         0.00068984]",0.0002495173307399187
"[0.         0.         0.00032349 0.00061616 0.00058563 0.
 0.         0.00121353 0.         0.00026155 0.         0.00030177
 0.0599552  0.         0.00026684 0.00165239 0.01834686 0.00031263
 0.         0.         0.         0.00164006 0.00029355 0.
 0.         0.         0.         0.00068984 0.00024952]",0.0
"[0.         0.00032349 0.00061616 0.00058563 0.         0.
 0.00121353 0.         0.00026155 0.         0.00030177 0.0599552
 0.         0.00026684 0.00165239 0.01834686 0.00031263 0.
 0.         0.         0.00164006 0.00029355 0.         0.
 0.         0.         0.00068984 0.00024952 0.        ]",0.0
"[0.00032349 0.00061616 0.00058563 0.         0.         0.00121353
 0.         0.00026155 0.         0.00030177 0.0599552  0.
 0.00026684 0.00165239 0.01834686 0.00031263 0.         0.
 0.         0.00164006 0.00029355 0.         0.         0.
 0.         0.00068984 0.00024952 0.         0.        ]",0.0001100811753264347
"[0.00061616 0.00058563 0.         0.         0.00121353 0.
 0.00026155 0.         0.00030177 0.0599552  0.         0.00026684
 0.00165239 0.01834686 0.00031263 0.         0.         0.
 0.00164006 0.00029355 0.         0.         0.         0.
 0.00068984 0.00024952 0.         0.         0.00011008]",0.0
"[0.00058563 0.         0.         0.00121353 0.         0.00026155
 0.         0.00030177 0.0599552  0.         0.00026684 0.00165239
 0.01834686 0.00031263 0.         0.         0.         0.00164006
 0.00029355 0.         0.         0.         0.         0.00068984
 0.00024952 0.         0.         0.00011008 0.        ]",0.0005671382152817917
"[0.         0.         0.00121353 0.         0.00026155 0.
 0.00030177 0.0599552  0.         0.00026684 0.00165239 0.01834686
 0.00031263 0.         0.         0.         0.00164006 0.00029355
 0.         0.         0.         0.         0.00068984 0.00024952
 0.         0.         0.00011008 0.         0.00056714]",0.0
"[0.         0.00121353 0.         0.00026155 0.         0.00030177
 0.0599552  0.         0.00026684 0.00165239 0.01834686 0.00031263
 0.         0.         0.         0.00164006 0.00029355 0.
 0.         0.         0.         0.00068984 0.00024952 0.
 0.         0.00011008 0.         0.00056714 0.        ]",0.0
"[0.00121353 0.         0.00026155 0.         0.00030177 0.0599552
 0.         0.00026684 0.00165239 0.01834686 0.00031263 0.
 0.         0.         0.00164006 0.00029355 0.         0.
 0.         0.         0.00068984 0.00024952 0.         0.
 0.00011008 0.         0.00056714 0.         0.        ]",0.0
"[0.         0.00026155 0.         0.00030177 0.0599552  0.
 0.00026684 0.00165239 0.01834686 0.00031263 0.         0.
 0.         0.00164006 0.00029355 0.         0.         0.
 0.         0.00068984 0.00024952 0.         0.         0.00011008
 0.         0.00056714 0.         0.         0.        ]",0.0
"[0.00026155 0.         0.00030177 0.0599552  0.         0.00026684
 0.00165239 0.01834686 0.00031263 0.         0.         0.
 0.00164006 0.00029355 0.         0.         0.         0.
 0.00068984 0.00024952 0.         0.         0.00011008 0.
 0.00056714 0.         0.         0.         0.        ]",0.0
"[0.         0.00030177 0.0599552  0.         0.00026684 0.00165239
 0.01834686 0.00031263 0.         0.         0.         0.00164006
 0.00029355 0.         0.         0.         0.         0.00068984
 0.00024952 0.         0.         0.00011008 0.         0.00056714
 0.         0.         0.         0.         0.        ]",0.0
"[0.00030177 0.0599552  0.         0.00026684 0.00165239 0.01834686
 0.00031263 0.         0.         0.         0.00164006 0.00029355
 0.         0.         0.         0.         0.00068984 0.00024952
 0.         0.         0.00011008 0.         0.00056714 0.
 0.         0.         0.         0.         0.        ]",0.0
"[0.0599552  0.         0.00026684 0.00165239 0.01834686 0.00031263
 0.         0.         0.         0.00164006 0.00029355 0.
 0.         0.         0.         0.00068984 0.00024952 0.
 0.         0.00011008 0.         0.00056714 0.         0.
 0.         0.         0.         0.         0.        ]",0.0009669530440674024
"[0.         0.00026684 0.00165239 0.01834686 0.00031263 0.
 0.         0.         0.00164006 0.00029355 0.         0.
 0.         0.         0.00068984 0.00024952 0.         0.
 0.00011008 0.         0.00056714 0.         0.         0.
 0.         0.         0.         0.         0.00096695]",0.0005069605061033406
"[0.00026684 0.00165239 0.01834686 0.00031263 0.         0.
 0.         0.00164006 0.00029355 0.         0.         0.
 0.         0.00068984 0.00024952 0.         0.         0.00011008
 0.         0.00056714 0.         0.         0.         0.
 0.         0.         0.         0.00096695 0.00050696]",0.00037456954591074857
"[0.00165239 0.01834686 0.00031263 0.         0.         0.
 0.00164006 0.00029355 0.         0.         0.         0.
 0.00068984 0.00024952 0.         0.         0.00011008 0.
 0.00056714 0.         0.         0.         0.         0.
 0.         0.         0.00096695 0.00050696 0.00037457]",0.001481545844993376
"[0.01834686 0.00031263 0.         0.         0.         0.00164006
 0.00029355 0.         0.         0.         0.         0.00068984
 0.00024952 0.         0.         0.00011008 0.         0.00056714
 0.         0.         0.         0.         0.         0.
 0.         0.00096695 0.00050696 0.00037457 0.00148155]",0.0
"[0.00031263 0.         0.         0.         0.00164006 0.00029355
 0.         0.         0.         0.         0.00068984 0.00024952
 0.         0.         0.00011008 0.         0.00056714 0.
 0.         0.         0.         0.         0.         0.
 0.00096695 0.00050696 0.00037457 0.00148155 0.        ]",0.0
"[0.         0.         0.         0.00164006 0.00029355 0.
 0.         0.         0.         0.00068984 0.00024952 0.
 0.         0.00011008 0.         0.00056714 0.         0.
 0.         0.         0.         0.         0.         0.00096695
 0.00050696 0.00037457 0.00148155 0.         0.        ]",0.0
"[0.         0.         0.00164006 0.00029355 0.         0.
 0.         0.         0.00068984 0.00024952 0.         0.
 0.00011008 0.         0.00056714 0.         0.         0.
 0.         0.         0.         0.         0.00096695 0.00050696
 0.00037457 0.00148155 0.         0.         0.        ]",0.0
"[0.         0.00164006 0.00029355 0.         0.         0.
 0.         0.00068984 0.00024952 0.         0.         0.00011008
 0.         0.00056714 0.         0.         0.         0.
 0.         0.         0.         0.00096695 0.00050696 0.00037457
 0.00148155 0.         0.         0.         0.        ]",0.0014102132433818461
"[0.00164006 0.00029355 0.         0.         0.         0.
 0.00068984 0.00024952 0.         0.         0.00011008 0.
 0.00056714 0.         0.         0.         0.         0.
 0.         0.         0.00096695 0.00050696 0.00037457 0.00148155
 0.         0.         0.         0.         0.00141021]",0.0013403483907746688
"[0.00029355 0.         0.         0.         0.         0.00068984
 0.00024952 0.         0.         0.00011008 0.         0.00056714
 0.         0.         0.         0.         0.         0.
 0.         0.00096695 0.00050696 0.00037457 0.00148155 0.
 0.         0.         0.         0.00141021 0.00134035]",0.0
"[0.         0.         0.         0.         0.00068984 0.00024952
 0.         0.         0.00011008 0.         0.00056714 0.
 0.         0.         0.         0.         0.         0.
 0.00096695 0.00050696 0.00037457 0.00148155 0.         0.
 0.         0.         0.00141021 0.00134035 0.        ]",0.0
"[0.         0.         0.         0.00068984 0.00024952 0.
 0.         0.00011008 0.         0.00056714 0.         0.
 0.         0.         0.         0.         0.         0.00096695
 0.00050696 0.00037457 0.00148155 0.         0.         0.
 0.         0.00141021 0.00134035 0.         0.        ]",0.0
"[0.         0.         0.00068984 0.00024952 0.         0.
 0.00011008 0.         0.00056714 0.         0.         0.
 0.         0.         0.         0.         0.00096695 0.00050696
 0.00037457 0.00148155 0.         0.         0.         0.
 0.00141021 0.00134035 0.         0.         0.        ]",0.00034462746622195825
"[0.         0.00068984 0.00024952 0.         0.         0.00011008
 0.         0.00056714 0.         0.         0.         0.
 0.         0.         0.         0.00096695 0.00050696 0.00037457
 0.00148155 0.         0.         0.         0.         0.00141021
 0.00134035 0.         0.         0.         0.00034463]",0.0
"[0.00068984 0.00024952 0.         0.         0.00011008 0.
 0.00056714 0.         0.         0.         0.         0.
 0.         0.         0.00096695 0.00050696 0.00037457 0.00148155
 0.         0.         0.         0.         0.00141021 0.00134035
 0.         0.         0.         0.00034463 0.        ]",1.467749004352463e-06
"[2.49517331e-04 0.00000000e+00 0.00000000e+00 1.10081175e-04
 0.00000000e+00 5.67138215e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.66953044e-04 5.06960506e-04 3.74569546e-04
 1.48154584e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.41021324e-03 1.34034839e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.44627466e-04 0.00000000e+00
 1.46774900e-06]",0.00023806888850596945
"[0.00000000e+00 0.00000000e+00 1.10081175e-04 0.00000000e+00
 5.67138215e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.66953044e-04 5.06960506e-04 3.74569546e-04 1.48154584e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.41021324e-03 1.34034839e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.44627466e-04 0.00000000e+00 1.46774900e-06
 2.38068889e-04]",0.0002935498008704926
"[0.00000000e+00 1.10081175e-04 0.00000000e+00 5.67138215e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.66953044e-04
 5.06960506e-04 3.74569546e-04 1.48154584e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.41021324e-03
 1.34034839e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.44627466e-04 0.00000000e+00 1.46774900e-06 2.38068889e-04
 2.93549801e-04]",0.0010015919205701208
"[1.10081175e-04 0.00000000e+00 5.67138215e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.66953044e-04 5.06960506e-04
 3.74569546e-04 1.48154584e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.41021324e-03 1.34034839e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.44627466e-04
 0.00000000e+00 1.46774900e-06 2.38068889e-04 2.93549801e-04
 1.00159192e-03]",0.0
"[0.00000000e+00 5.67138215e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.66953044e-04 5.06960506e-04 3.74569546e-04
 1.48154584e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.41021324e-03 1.34034839e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.44627466e-04 0.00000000e+00
 1.46774900e-06 2.38068889e-04 2.93549801e-04 1.00159192e-03
 0.00000000e+00]",0.0
"[5.67138215e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.66953044e-04 5.06960506e-04 3.74569546e-04 1.48154584e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.41021324e-03 1.34034839e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.44627466e-04 0.00000000e+00 1.46774900e-06
 2.38068889e-04 2.93549801e-04 1.00159192e-03 0.00000000e+00
 0.00000000e+00]",0.0
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 9.66953044e-04
 5.06960506e-04 3.74569546e-04 1.48154584e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.41021324e-03
 1.34034839e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.44627466e-04 0.00000000e+00 1.46774900e-06 2.38068889e-04
 2.93549801e-04 1.00159192e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.0005562768726495833
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 9.66953044e-04 5.06960506e-04
 3.74569546e-04 1.48154584e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.41021324e-03 1.34034839e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.44627466e-04
 0.00000000e+00 1.46774900e-06 2.38068889e-04 2.93549801e-04
 1.00159192e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.56276873e-04]",0.0
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 9.66953044e-04 5.06960506e-04 3.74569546e-04
 1.48154584e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.41021324e-03 1.34034839e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.44627466e-04 0.00000000e+00
 1.46774900e-06 2.38068889e-04 2.93549801e-04 1.00159192e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.56276873e-04
 0.00000000e+00]",0.00021164940642762512
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 9.66953044e-04 5.06960506e-04 3.74569546e-04 1.48154584e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.41021324e-03 1.34034839e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.44627466e-04 0.00000000e+00 1.46774900e-06
 2.38068889e-04 2.93549801e-04 1.00159192e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.56276873e-04 0.00000000e+00
 2.11649406e-04]",0.0
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 9.66953044e-04
 5.06960506e-04 3.74569546e-04 1.48154584e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.41021324e-03
 1.34034839e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.44627466e-04 0.00000000e+00 1.46774900e-06 2.38068889e-04
 2.93549801e-04 1.00159192e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.56276873e-04 0.00000000e+00 2.11649406e-04
 0.00000000e+00]",0.0
"[0.00000000e+00 0.00000000e+00 9.66953044e-04 5.06960506e-04
 3.74569546e-04 1.48154584e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.41021324e-03 1.34034839e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.44627466e-04
 0.00000000e+00 1.46774900e-06 2.38068889e-04 2.93549801e-04
 1.00159192e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.56276873e-04 0.00000000e+00 2.11649406e-04 0.00000000e+00
 0.00000000e+00]",0.0
"[0.00000000e+00 9.66953044e-04 5.06960506e-04 3.74569546e-04
 1.48154584e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.41021324e-03 1.34034839e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.44627466e-04 0.00000000e+00
 1.46774900e-06 2.38068889e-04 2.93549801e-04 1.00159192e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.56276873e-04
 0.00000000e+00 2.11649406e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.0
"[9.66953044e-04 5.06960506e-04 3.74569546e-04 1.48154584e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.41021324e-03 1.34034839e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.44627466e-04 0.00000000e+00 1.46774900e-06
 2.38068889e-04 2.93549801e-04 1.00159192e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.56276873e-04 0.00000000e+00
 2.11649406e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.0
"[5.06960506e-04 3.74569546e-04 1.48154584e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 1.41021324e-03
 1.34034839e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.44627466e-04 0.00000000e+00 1.46774900e-06 2.38068889e-04
 2.93549801e-04 1.00159192e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.56276873e-04 0.00000000e+00 2.11649406e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.0
"[3.74569546e-04 1.48154584e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 1.41021324e-03 1.34034839e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.44627466e-04
 0.00000000e+00 1.46774900e-06 2.38068889e-04 2.93549801e-04
 1.00159192e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.56276873e-04 0.00000000e+00 2.11649406e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.0
"[1.48154584e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 1.41021324e-03 1.34034839e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.44627466e-04 0.00000000e+00
 1.46774900e-06 2.38068889e-04 2.93549801e-04 1.00159192e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.56276873e-04
 0.00000000e+00 2.11649406e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.0
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 1.41021324e-03 1.34034839e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.44627466e-04 0.00000000e+00 1.46774900e-06
 2.38068889e-04 2.93549801e-04 1.00159192e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.56276873e-04 0.00000000e+00
 2.11649406e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.0
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 1.41021324e-03
 1.34034839e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.44627466e-04 0.00000000e+00 1.46774900e-06 2.38068889e-04
 2.93549801e-04 1.00159192e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.56276873e-04 0.00000000e+00 2.11649406e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.0
"[0.00000000e+00 0.00000000e+00 1.41021324e-03 1.34034839e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 3.44627466e-04
 0.00000000e+00 1.46774900e-06 2.38068889e-04 2.93549801e-04
 1.00159192e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.56276873e-04 0.00000000e+00 2.11649406e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.0
"[0.00000000e+00 1.41021324e-03 1.34034839e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 3.44627466e-04 0.00000000e+00
 1.46774900e-06 2.38068889e-04 2.93549801e-04 1.00159192e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.56276873e-04
 0.00000000e+00 2.11649406e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.0
"[1.41021324e-03 1.34034839e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 3.44627466e-04 0.00000000e+00 1.46774900e-06
 2.38068889e-04 2.93549801e-04 1.00159192e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.56276873e-04 0.00000000e+00
 2.11649406e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.0
"[1.34034839e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 3.44627466e-04 0.00000000e+00 1.46774900e-06 2.38068889e-04
 2.93549801e-04 1.00159192e-03 0.00000000e+00 0.00000000e+00
 0.00000000e+00 5.56276873e-04 0.00000000e+00 2.11649406e-04
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.0
"[0.00000000e+00 0.00000000e+00 0.00000000e+00 3.44627466e-04
 0.00000000e+00 1.46774900e-06 2.38068889e-04 2.93549801e-04
 1.00159192e-03 0.00000000e+00 0.00000000e+00 0.00000000e+00
 5.56276873e-04 0.00000000e+00 2.11649406e-04 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.0
"[0.00000000e+00 0.00000000e+00 3.44627466e-04 0.00000000e+00
 1.46774900e-06 2.38068889e-04 2.93549801e-04 1.00159192e-03
 0.00000000e+00 0.00000000e+00 0.00000000e+00 5.56276873e-04
 0.00000000e+00 2.11649406e-04 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00]",0.8207813884729451
"[0.00000000e+00 3.44627466e-04 0.00000000e+00 1.46774900e-06
 2.38068889e-04 2.93549801e-04 1.00159192e-03 0.00000000e+00
 0.00000000e+00 0.00000000e+00 5.56276873e-04 0.00000000e+00
 2.11649406e-04 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
 8.20781388e-01]",0.0
